author,title,description,url,source,category,published_at,sentiment
petty officer 1st class austin ingram,women’s all navy rugby 2024,"240712-n-vh871-2155 la jolla, calif. - sailors selected for the women’s all-navy rugby team celebrate after a win during a tournament in la jolla, calif. all-navy sports provide sailors with exceptional athletic skills the opportunity to compete beyond the intramural level in team or individual sports, representing the navy in higher-level athletic competitions.",https://www.dvidshub.net/image/8536314/womens-all-navy-rugby-2024,Dvidshub,sports,2024-07-18,positive
mike chiari,ryan garcia charged with vandalism after june arrest; faces up to 1 year in jail,"boxer ryan garcia was charged with misdemeanor vandalism on thursday and could face up to one year in jail if convicted. according to tmz sports, los angeles…",https://bleacherreport.com/articles/10128747-ryan-garcia-charged-with-vandalism-after-june-arrest-faces-up-to-1-year-in-jail,Bleacher Report,sports,2024-07-18,negative
simon burnton at trent bridge,england end opening day of mishaps in driving seat as west indies falter,"tourists show lack of faith in their own batting before ollie pope makes them pay for some sloppy fielding with centurythere is a sense that nottingham is straining a little at the seams. university students and their parents are in town for their graduation ceremonies, most of which take place this week. the city is hosting the touch rugby world cup, which has a record 188 teams - australia alone has sent 13 of them - representing nations from chile to chinese taipei and from lebanon to luxembourg. in the evenings, after the action at the university’s highfields sport complex winds down...",https://www.theguardian.com/sport/article/2024/jul/18/england-end-opening-day-of-mishaps-in-driving-seat-as-west-indies-falter,The Guardian,sports,2024-07-18,positive
brandon contes,announcer has surprising reaction to foul ball shattering broadcast booth window,"ian paprocki might not yet be the best play-by-play voice in sports, but you’ll be hard-pressed to find a more unflappable announcer. paprocki was on the call for the madison mallards and wausau woodchucks as part of the northwoods league wednesday night, a collegiate summer baseball wooden bat league. and with two outs in the read more...the post announcer has surprising reaction to foul ball shattering broadcast booth window appeared first on awful announcing.",https://awfulannouncing.com/sports/announcer-surprising-reaction-foul-ball.html,Awfulannouncing,sports,2024-07-18,positive
david beren,nfl teams with the highest and lowest concession prices,"there is nothing like spending the afternoon at a stadium full of fans watching your favorite team battle with an opponent. this is doubly true during football games, which have a firm grasp on being the most popular sport in america. however, as fun as it is to attend these games, there is also the the post nfl teams with the highest and lowest concession prices appeared first on 24 7 wall st..",https://247wallst.com/sports/2024/07/18/nfl-teams-with-the-highest-and-lowest-concession-prices/,247Wallst,sports,2024-07-18,positive
ap news,directv signs multiyear deal as kit sponsor for the mls expansion san diego fc,"directv has signed a multiyear deal to become the jersey partner of the san diego fc, its first foray into kit sponsorship in mls while expanding its presence in the local sports market. directv will appear across the front of sdfc’s primary and secondary jerseys when the expansion club begins play in february. ceo tom penn says the kit sponsorship is the most important commercial partnership a club can have. the announcement comes about five weeks after sdfc signed mexican star chucky lozano to a four-year contract.",https://www.mymotherlode.com/sports/soccer-general-news/3393524/directv-signs-multiyear-deal-as-kit-sponsor-for-the-mls-expansion-san-diego-fc.html,Mymotherlode,sports,2024-07-18,positive
unknown,combat sports chief to introduce donald trump for marquee rnc moment,the ufc chief and the ex-president have grown ever closer since their first business deal in 2001.,https://www.bbc.com/news/articles/c4ng948r84go,Bbc News - World,sports,2024-07-18,positive
steve delvecchio,lawrence taylor arrested for familiar reason,"nfl legend lawrence taylor was arrested in florida this week for a familiar alleged violation. according to a report from tmz, taylor turned himself in to authorities in broward county, fla., on wednesday after a felony warrant was issued for his arrest. the warrant stemmed from taylor allegedly failing to adhere to the conditions that...the post lawrence taylor arrested for familiar reason appeared first on larry brown sports.",https://larrybrownsports.com/football/lawrence-taylor-arrested-sex-offender-conditions-violation/636280,Larrybrownsports,sports,2024-07-18,positive
austin akhilomen,"2025 afcon qualifiers: super eagles must prepare well to beat benin, rwanda, and libya -onigbinde","former super eagles coach adegboye onigbinde has warned that the senior national team must prepare well if they are to overcome benin, rwanda, and libya in the 2025 africa cup of nations qualifiers. onigbinde made this known against the backdrop of the teams poor start to their 2026 world cup qualifiers, where the super eagles the post 2025 afcon qualifiers: super eagles must prepare well to beat benin, rwanda, and libya -onigbinde appeared first on complete sports.",https://www.completesports.com/2025-afcon-qualifiers-super-eagles-must-prepare-well-to-beat-benin-rwanda-and-libya-onigbinde/,Complete Sports Nigeria,sports,2024-07-18,positive
arya patil,caeleb dressel ready to squash ‘monsters’ days before paris olympics: ‘it’s going to be a balance”,"the journey to success is often paved with challenging obstacles. although caeleb dressels 7x gold medals may give the impression differently, swimming can be an extremely demanding and confining sport. despite his achievements, dressel, one of the best swimmers in the world, has struggled greatly on the inside. dressel holds the mens 100-meter butterfly world the post caeleb dressel ready to squash monsters days before paris olympics: its going to be a balance appeared first on essentiallysports.",https://www.essentiallysports.com/us-sports-news-olympics-news-swimming-news-caeleb-dressel-ready-to-squash-monsters-days-before-paris-olympics-its-going-to-be-a-balance/,Essentially Sports,sports,2024-07-18,positive
shashank wankhede,“he puts more money into my sport”: shane mosley jr. lauds jake paul ahead of mike perry fight,"jake paul first tiptoed into a boxing ring in 2018 in a celebrity boxing fight. he has come a long way since then and proved that he is here to stay. the 27-year-old has brought new eyes to the sport, leading to increased revenue. ‘the problem child’ will be seen headlining a boxing event at the post “he puts more money into my sport”: shane mosley jr. lauds jake paul ahead of mike perry fight appeared first on essentiallysports.",https://www.essentiallysports.com/boxing-news-he-puts-more-money-into-my-sport-shane-mosley-jr-lauds-jake-paul-ahead-of-mike-perry-fight/,Essentially Sports,sports,2024-07-18,positive
sloan piva,"lions season tickets 2024: cheapest price, cost, seating map for every home game at arrowhead in kansas city","the sporting news dives into the lions' home schedule in the 2024 nfl season, and unveils the ticket prices, dates, times, and seating map for ford field season ticket packages and individual games.",https://www.sportingnews.com/us/nfl/news/lions-season-tickets-2024-ford-field-detroit/6d66a52d2f02da23f5d61ca2,Sporting News,sports,2024-07-18,neutral
